Investor_ID,Age,Age_Group,Gender,State,City_Tier,Monthly_SIP,Occupation,Income_Range
2931,52,45-59,Male,Uttar Pradesh,Tier 2,1682.23,Student,Below 5L
2932,42,30-44,Male,Tamil Nadu,Tier 2,1204.81,Student,Below 5L
2933,21,18-29,Female,Uttar Pradesh,Tier 1,4616.38,Student,5L-10L
2934,26,18-29,Female,West Bengal,Tier 2,3518.01,Business,5L-10L
2935,71,60+,Male,West Bengal,Tier 3,6150.23,Business,5L-10L
2936,66,60+,Female,West Bengal,Tier 1,3893.03,Salaried,5L-10L
2937,61,60+,Male,Delhi,Tier 2,2991.36,Business,5L-10L
2938,68,60+,Male,Gujarat,Tier 1,2604.58,Retired,5L-10L
2939,20,18-29,Female,Uttar Pradesh,Tier 1,4806.34,Professional,5L-10L
2940,47,45-59,Female,Delhi,Tier 1,2133.68,Salaried,5L-10L
2941,37,30-44,Male,Uttar Pradesh,Tier 2,9010.56,Student,5L-10L
2942,27,18-29,Female,Maharashtra,Tier 3,8389.8,Business,5L-10L
2943,37,30-44,Female,Uttar Pradesh,Tier 1,5662.94,Professional,5L-10L
2944,57,45-59,Male,Uttar Pradesh,Tier 2,2936.55,Professional,5L-10L
2945,20,18-29,Male,Tamil Nadu,Tier 2,5108.65,Professional,5L-10L
2946,28,18-29,Female,Delhi,Tier 3,5362.41,Student,5L-10L
2947,32,30-44,Male,Maharashtra,Tier 3,6157.51,Salaried,5L-10L
2948,69,60+,Male,West Bengal,Tier 2,2902.09,Professional,5L-10L
2949,45,45-59,Female,Tamil Nadu,Tier 1,3204.24,Salaried,5L-10L
2950,61,60+,Male,Delhi,Tier 2,12580.25,Retired,10L-20L
2951,52,45-59,Female,Maharashtra,Tier 2,1086.16,Retired,Below 5L
2952,24,18-29,Male,Uttar Pradesh,Tier 3,1205.58,Professional,Below 5L
2953,71,60+,Female,Karnataka,Tier 3,23842.66,Professional,10L-20L
2954,50,45-59,Female,Tamil Nadu,Tier 2,5382.19,Retired,5L-10L
2955,59,45-59,Female,Maharashtra,Tier 3,3568.71,Salaried,5L-10L
2956,66,60+,Male,West Bengal,Tier 1,1139.22,Salaried,Below 5L
2957,55,45-59,Male,Karnataka,Tier 3,5663.17,Salaried,5L-10L
2958,36,30-44,Male,Delhi,Tier 3,7971.76,Business,5L-10L
2959,74,60+,Female,Karnataka,Tier 3,4287.75,Retired,5L-10L
2960,61,60+,Male,Uttar Pradesh,Tier 2,752.69,Business,Below 5L
2961,46,45-59,Male,Tamil Nadu,Tier 1,4073.36,Business,5L-10L
2962,19,18-29,Male,Gujarat,Tier 3,1328.3,Retired,Below 5L
2963,61,60+,Male,Delhi,Tier 1,3332.34,Business,5L-10L
2964,36,30-44,Female,Karnataka,Tier 1,2231.15,Business,5L-10L
2965,26,18-29,Female,Maharashtra,Tier 1,1200.32,Student,Below 5L
2966,23,18-29,Male,Gujarat,Tier 1,743.04,Retired,Below 5L
2967,34,30-44,Female,Gujarat,Tier 1,5066.96,Professional,5L-10L
2968,19,18-29,Female,Delhi,Tier 1,4751.87,Professional,5L-10L
2969,56,45-59,Male,Karnataka,Tier 1,1369.64,Salaried,Below 5L
2970,23,18-29,Male,Tamil Nadu,Tier 1,12994.04,Salaried,10L-20L
2971,31,30-44,Female,Karnataka,Tier 1,10876.1,Professional,10L-20L
2972,66,60+,Male,Karnataka,Tier 3,2067.17,Salaried,5L-10L
2973,43,30-44,Female,Delhi,Tier 2,4007.63,Business,5L-10L
2974,35,30-44,Male,Delhi,Tier 3,4031.97,Professional,5L-10L
2975,23,18-29,Female,Maharashtra,Tier 1,1493.6,Professional,Below 5L
2976,29,18-29,Female,Tamil Nadu,Tier 3,3018.43,Salaried,5L-10L
2977,55,45-59,Female,West Bengal,Tier 1,5576.92,Salaried,5L-10L
2978,39,30-44,Male,Delhi,Tier 2,3971.06,Business,5L-10L
2979,31,30-44,Female,Maharashtra,Tier 3,2900.96,Business,5L-10L
2980,30,30-44,Male,Uttar Pradesh,Tier 1,3388.38,Student,5L-10L
2981,26,18-29,Female,Gujarat,Tier 3,5652.67,Professional,5L-10L
2982,67,60+,Female,Maharashtra,Tier 1,13182.57,Business,10L-20L
2983,59,45-59,Male,Tamil Nadu,Tier 1,12991.85,Business,10L-20L
2984,49,45-59,Female,Maharashtra,Tier 2,9804.33,Business,5L-10L
2985,27,18-29,Female,Uttar Pradesh,Tier 3,3479.3,Business,5L-10L
2986,44,30-44,Female,Maharashtra,Tier 3,23993.88,Professional,10L-20L
2987,31,30-44,Female,Delhi,Tier 2,1364.91,Salaried,Below 5L
2988,26,18-29,Male,Tamil Nadu,Tier 1,3598.67,Salaried,5L-10L
2989,26,18-29,Male,Maharashtra,Tier 1,4384.79,Retired,5L-10L
2990,43,30-44,Female,West Bengal,Tier 1,18648.6,Salaried,10L-20L
2991,74,60+,Male,Karnataka,Tier 1,3779.87,Salaried,5L-10L
2992,49,45-59,Male,Maharashtra,Tier 1,5787.58,Retired,5L-10L
2993,58,45-59,Male,West Bengal,Tier 3,1835.48,Student,Below 5L
2994,52,45-59,Male,Gujarat,Tier 3,4203.55,Student,5L-10L
2995,43,30-44,Male,Gujarat,Tier 2,5856.38,Retired,5L-10L
2996,58,45-59,Female,Maharashtra,Tier 1,1794.78,Retired,Below 5L
2997,62,60+,Male,Uttar Pradesh,Tier 2,4189.33,Professional,5L-10L
2998,59,45-59,Male,Maharashtra,Tier 1,5864.08,Retired,5L-10L
2999,74,60+,Male,Karnataka,Tier 2,2122.55,Professional,5L-10L
3000,20,18-29,Female,Maharashtra,Tier 1,3633.08,Student,5L-10L
3001,47,45-59,Male,Delhi,Tier 1,8917.89,Professional,5L-10L
3002,46,45-59,Female,West Bengal,Tier 2,4362.99,Salaried,5L-10L
3003,37,30-44,Male,Tamil Nadu,Tier 2,1712.12,Salaried,Below 5L
3004,21,18-29,Male,Uttar Pradesh,Tier 1,1705.45,Retired,Below 5L
3005,31,30-44,Male,Karnataka,Tier 2,6631.49,Student,5L-10L
3006,62,60+,Male,Maharashtra,Tier 3,2159.05,Retired,5L-10L
3007,69,60+,Male,Uttar Pradesh,Tier 2,622.5,Student,Below 5L
3008,56,45-59,Male,Delhi,Tier 2,10066.33,Professional,10L-20L
3009,38,30-44,Male,Uttar Pradesh,Tier 2,594.3,Salaried,Below 5L
3010,24,18-29,Female,Maharashtra,Tier 1,4482.39,Business,5L-10L
3011,23,18-29,Male,Karnataka,Tier 1,1760.1,Business,Below 5L
3012,72,60+,Male,Karnataka,Tier 2,8005.31,Professional,5L-10L
3013,57,45-59,Male,Gujarat,Tier 3,1247.63,Business,Below 5L
3014,23,18-29,Female,Gujarat,Tier 3,10152.65,Student,10L-20L
3015,42,30-44,Male,Maharashtra,Tier 2,4727.29,Professional,5L-10L
3016,21,18-29,Female,West Bengal,Tier 1,1426.45,Business,Below 5L
3017,54,45-59,Female,Tamil Nadu,Tier 1,5728.54,Business,5L-10L
3018,74,60+,Male,Delhi,Tier 2,648.6,Salaried,Below 5L
3019,42,30-44,Male,Gujarat,Tier 2,5086.15,Student,5L-10L
3020,35,30-44,Female,West Bengal,Tier 2,7327.98,Business,5L-10L
3021,51,45-59,Male,Gujarat,Tier 3,3768.34,Salaried,5L-10L
3022,42,30-44,Female,West Bengal,Tier 3,1306.67,Salaried,Below 5L
3023,39,30-44,Male,Tamil Nadu,Tier 2,1599.72,Business,Below 5L
3024,73,60+,Male,Uttar Pradesh,Tier 3,1290.75,Retired,Below 5L
3025,63,60+,Female,Karnataka,Tier 1,3088.91,Business,5L-10L
3026,73,60+,Male,Maharashtra,Tier 2,1475.35,Salaried,Below 5L
3027,73,60+,Female,Maharashtra,Tier 1,2281.02,Salaried,5L-10L
3028,31,30-44,Male,Delhi,Tier 1,1236.45,Business,Below 5L
3029,54,45-59,Male,Tamil Nadu,Tier 3,1476.55,Retired,Below 5L
3030,28,18-29,Male,West Bengal,Tier 1,14124.3,Professional,10L-20L
3031,44,30-44,Female,West Bengal,Tier 3,572.14,Retired,Below 5L
3032,43,30-44,Female,Uttar Pradesh,Tier 2,4201.63,Retired,5L-10L
3033,69,60+,Male,Tamil Nadu,Tier 3,3318.58,Retired,5L-10L
3034,52,45-59,Male,Tamil Nadu,Tier 1,2150.76,Business,5L-10L
3035,33,30-44,Male,Karnataka,Tier 1,8497.57,Professional,5L-10L
3036,69,60+,Female,Tamil Nadu,Tier 3,1736.9,Retired,Below 5L
3037,57,45-59,Male,Karnataka,Tier 2,11621.89,Retired,10L-20L
3038,37,30-44,Male,Maharashtra,Tier 2,6238.5,Student,5L-10L
3039,32,30-44,Male,West Bengal,Tier 1,5951.97,Retired,5L-10L
3040,31,30-44,Female,West Bengal,Tier 2,16935.28,Student,10L-20L
3041,63,60+,Male,Karnataka,Tier 1,10531.11,Professional,10L-20L
3042,25,18-29,Male,Maharashtra,Tier 2,3841.43,Retired,5L-10L
3043,41,30-44,Male,West Bengal,Tier 2,4803.68,Salaried,5L-10L
3044,50,45-59,Male,Delhi,Tier 1,7977.04,Business,5L-10L
3045,33,30-44,Female,Tamil Nadu,Tier 2,1650.1,Salaried,Below 5L
3046,44,30-44,Female,Delhi,Tier 1,5688.45,Retired,5L-10L
3047,45,45-59,Female,Tamil Nadu,Tier 1,2090.91,Retired,5L-10L
3048,61,60+,Male,Uttar Pradesh,Tier 1,861.01,Student,Below 5L
3049,31,30-44,Female,Delhi,Tier 2,20694.46,Professional,10L-20L
3050,26,18-29,Male,Gujarat,Tier 2,6565.31,Salaried,5L-10L
3051,63,60+,Female,Gujarat,Tier 2,6602.38,Retired,5L-10L
3052,30,30-44,Female,Karnataka,Tier 1,3398.95,Business,5L-10L
3053,68,60+,Male,Uttar Pradesh,Tier 1,1599.44,Business,Below 5L
3054,39,30-44,Male,Delhi,Tier 1,11313.92,Professional,10L-20L
3055,47,45-59,Male,Tamil Nadu,Tier 1,5481.9,Salaried,5L-10L
3056,49,45-59,Male,Maharashtra,Tier 1,1930.72,Student,Below 5L
3057,33,30-44,Female,Karnataka,Tier 2,1395.12,Student,Below 5L
3058,68,60+,Male,Uttar Pradesh,Tier 3,7273.19,Student,5L-10L
3059,42,30-44,Female,Karnataka,Tier 2,1474.67,Student,Below 5L
3060,66,60+,Female,Uttar Pradesh,Tier 3,1726.79,Business,Below 5L
3061,40,30-44,Female,Gujarat,Tier 1,1036.06,Business,Below 5L
3062,54,45-59,Female,Uttar Pradesh,Tier 2,7470.18,Retired,5L-10L
3063,45,45-59,Male,Delhi,Tier 2,5489.93,Retired,5L-10L
3064,20,18-29,Male,Delhi,Tier 1,3259.6,Salaried,5L-10L
3065,40,30-44,Male,Uttar Pradesh,Tier 1,1468.59,Salaried,Below 5L
3066,50,45-59,Male,Karnataka,Tier 1,4546.43,Professional,5L-10L
3067,71,60+,Male,West Bengal,Tier 3,5694.56,Business,5L-10L
3068,56,45-59,Female,Gujarat,Tier 1,1920.71,Professional,Below 5L
3069,42,30-44,Male,Maharashtra,Tier 3,2420.56,Student,5L-10L
3070,42,30-44,Female,Gujarat,Tier 2,1703.02,Retired,Below 5L
3071,56,45-59,Female,Delhi,Tier 2,2705.53,Retired,5L-10L
3072,38,30-44,Female,Maharashtra,Tier 3,1904.53,Professional,Below 5L
3073,72,60+,Female,West Bengal,Tier 1,3831.17,Professional,5L-10L
3074,48,45-59,Male,West Bengal,Tier 2,14377.06,Business,10L-20L
3075,66,60+,Female,Karnataka,Tier 1,2156.06,Student,5L-10L
3076,47,45-59,Male,West Bengal,Tier 1,3173.03,Salaried,5L-10L
3077,56,45-59,Other,Maharashtra,Tier 2,2829.12,Salaried,5L-10L
3078,62,60+,Female,Karnataka,Tier 2,1605.03,Professional,Below 5L
3079,62,60+,Male,Gujarat,Tier 2,18610.32,Professional,10L-20L
3080,59,45-59,Female,Maharashtra,Tier 1,4153.44,Professional,5L-10L
3081,69,60+,Male,Tamil Nadu,Tier 3,5108.05,Salaried,5L-10L
3082,51,45-59,Male,Delhi,Tier 1,1498.52,Retired,Below 5L
3083,55,45-59,Female,Karnataka,Tier 2,8723.54,Retired,5L-10L
3084,24,18-29,Female,Maharashtra,Tier 3,10877.21,Salaried,10L-20L
3085,44,30-44,Female,Maharashtra,Tier 3,4059.43,Retired,5L-10L
3086,30,30-44,Male,West Bengal,Tier 2,2414.17,Business,5L-10L
3087,46,45-59,Male,Uttar Pradesh,Tier 2,1980.5,Professional,Below 5L
3088,40,30-44,Male,Tamil Nadu,Tier 3,965.98,Student,Below 5L
3089,25,18-29,Male,West Bengal,Tier 1,3223.44,Student,5L-10L
3090,38,30-44,Male,Uttar Pradesh,Tier 1,4885.47,Retired,5L-10L
3091,30,30-44,Female,Uttar Pradesh,Tier 1,3673.36,Salaried,5L-10L
3092,43,30-44,Male,Uttar Pradesh,Tier 2,4206.53,Business,5L-10L
3093,60,60+,Female,Gujarat,Tier 2,11585.12,Student,10L-20L
3094,27,18-29,Male,Tamil Nadu,Tier 1,2075.05,Student,5L-10L
3095,46,45-59,Male,Maharashtra,Tier 1,4896.6,Retired,5L-10L
3096,44,30-44,Male,Delhi,Tier 3,1328.59,Salaried,Below 5L
3097,73,60+,Male,Maharashtra,Tier 1,5449.56,Student,5L-10L
3098,21,18-29,Male,Maharashtra,Tier 2,975.19,Business,Below 5L
3099,59,45-59,Male,Maharashtra,Tier 2,1276.48,Professional,Below 5L
3100,48,45-59,Male,Uttar Pradesh,Tier 3,1366.36,Salaried,Below 5L
3101,34,30-44,Female,Tamil Nadu,Tier 1,5405.52,Professional,5L-10L
3102,25,18-29,Male,West Bengal,Tier 2,6262.32,Professional,5L-10L
3103,69,60+,Male,Tamil Nadu,Tier 1,553.99,Salaried,Below 5L
3104,54,45-59,Male,Karnataka,Tier 2,9284.65,Business,5L-10L
3105,37,30-44,Male,Karnataka,Tier 1,8543.16,Business,5L-10L
3106,64,60+,Male,Uttar Pradesh,Tier 1,1723.66,Retired,Below 5L
3107,72,60+,Male,West Bengal,Tier 1,968.13,Salaried,Below 5L
3108,27,18-29,Male,Uttar Pradesh,Tier 2,4865.84,Salaried,5L-10L
3109,68,60+,Male,Karnataka,Tier 3,10656.12,Retired,10L-20L
3110,67,60+,Male,Maharashtra,Tier 2,2661.01,Business,5L-10L
3111,61,60+,Male,Karnataka,Tier 2,17290.33,Salaried,10L-20L
3112,51,45-59,Male,West Bengal,Tier 3,18824.8,Salaried,10L-20L
3113,56,45-59,Female,Karnataka,Tier 2,574.22,Professional,Below 5L
3114,28,18-29,Male,Gujarat,Tier 3,5828.65,Professional,5L-10L
3115,64,60+,Male,Uttar Pradesh,Tier 1,2661.81,Business,5L-10L
3116,29,18-29,Male,Uttar Pradesh,Tier 2,1256.94,Professional,Below 5L
3117,27,18-29,Female,Tamil Nadu,Tier 1,7249.48,Professional,5L-10L
3118,30,30-44,Male,Karnataka,Tier 3,6791.42,Business,5L-10L
3119,71,60+,Female,Tamil Nadu,Tier 2,761.77,Business,Below 5L
3120,51,45-59,Female,Delhi,Tier 3,1249.82,Retired,Below 5L
3121,73,60+,Male,Uttar Pradesh,Tier 1,898.19,Salaried,Below 5L
3122,47,45-59,Female,Gujarat,Tier 1,5007.84,Salaried,5L-10L
3123,32,30-44,Male,Delhi,Tier 1,2187.11,Business,5L-10L
3124,71,60+,Male,Uttar Pradesh,Tier 2,4625.99,Business,5L-10L
3125,25,18-29,Male,Tamil Nadu,Tier 1,6274.97,Student,5L-10L
3126,55,45-59,Female,Tamil Nadu,Tier 1,2648.59,Professional,5L-10L
3127,53,45-59,Male,Delhi,Tier 1,2642.43,Student,5L-10L
3128,57,45-59,Male,Karnataka,Tier 1,7400.47,Salaried,5L-10L
3129,69,60+,Male,Gujarat,Tier 2,2681.28,Business,5L-10L
3130,39,30-44,Male,Tamil Nadu,Tier 3,2654.11,Retired,5L-10L
3131,22,18-29,Male,Maharashtra,Tier 1,5108.14,Salaried,5L-10L
3132,49,45-59,Female,Gujarat,Tier 3,863.69,Business,Below 5L
3133,37,30-44,Male,Delhi,Tier 1,2592.12,Salaried,5L-10L
3134,40,30-44,Female,Tamil Nadu,Tier 3,1202.39,Student,Below 5L
3135,57,45-59,Female,Tamil Nadu,Tier 1,11137.46,Business,10L-20L
3136,63,60+,Female,Uttar Pradesh,Tier 2,2502.4,Professional,5L-10L
3137,71,60+,Female,Delhi,Tier 2,3654.17,Retired,5L-10L
3138,66,60+,Female,Maharashtra,Tier 1,956.13,Business,Below 5L
3139,72,60+,Male,Uttar Pradesh,Tier 1,3912.82,Salaried,5L-10L
3140,69,60+,Male,Maharashtra,Tier 1,5865.21,Business,5L-10L
3141,19,18-29,Male,Tamil Nadu,Tier 2,728.14,Professional,Below 5L
3142,36,30-44,Male,Karnataka,Tier 3,2519.77,Professional,5L-10L
3143,43,30-44,Male,Maharashtra,Tier 2,4567.45,Business,5L-10L
3144,53,45-59,Female,Maharashtra,Tier 1,28529.66,Student,Above 20L
3145,31,30-44,Male,West Bengal,Tier 1,7766.75,Retired,5L-10L
3146,24,18-29,Male,Karnataka,Tier 2,4683.84,Retired,5L-10L
3147,74,60+,Female,West Bengal,Tier 1,1671.23,Professional,Below 5L
3148,33,30-44,Female,Uttar Pradesh,Tier 2,17837.16,Salaried,10L-20L
3149,27,18-29,Female,Maharashtra,Tier 1,1626.04,Professional,Below 5L
3150,60,60+,Male,Karnataka,Tier 1,1340.49,Student,Below 5L
3151,39,30-44,Female,West Bengal,Tier 3,3273.34,Professional,5L-10L
3152,43,30-44,Male,Delhi,Tier 2,7236.9,Student,5L-10L
3153,22,18-29,Female,Uttar Pradesh,Tier 2,979.58,Student,Below 5L
3154,74,60+,Male,Gujarat,Tier 1,1519.26,Salaried,Below 5L
3155,29,18-29,Male,Gujarat,Tier 1,5400.63,Business,5L-10L
3156,41,30-44,Male,Delhi,Tier 2,622.12,Salaried,Below 5L
3157,73,60+,Female,Maharashtra,Tier 2,5896.39,Salaried,5L-10L
3158,41,30-44,Male,Gujarat,Tier 1,832.89,Business,Below 5L
3159,32,30-44,Female,Delhi,Tier 3,2801.76,Business,5L-10L
3160,41,30-44,Female,Gujarat,Tier 1,3182.84,Business,5L-10L
3161,41,30-44,Male,Maharashtra,Tier 1,5652.18,Salaried,5L-10L
3162,59,45-59,Male,Uttar Pradesh,Tier 2,2504.33,Professional,5L-10L
3163,43,30-44,Male,Karnataka,Tier 1,995.22,Professional,Below 5L
3164,72,60+,Female,West Bengal,Tier 1,1251.93,Salaried,Below 5L
3165,51,45-59,Male,Delhi,Tier 2,3414.59,Business,5L-10L
3166,35,30-44,Female,Uttar Pradesh,Tier 1,4750.84,Salaried,5L-10L
3167,60,60+,Female,Gujarat,Tier 1,14234.85,Professional,10L-20L
3168,54,45-59,Male,Maharashtra,Tier 2,4547.06,Business,5L-10L
3169,23,18-29,Female,Uttar Pradesh,Tier 1,6531.1,Salaried,5L-10L
3170,62,60+,Female,Gujarat,Tier 3,1553.45,Professional,Below 5L
3171,42,30-44,Female,Maharashtra,Tier 2,24081.96,Business,10L-20L
3172,34,30-44,Male,Maharashtra,Tier 2,1288.8,Business,Below 5L
3173,33,30-44,Male,Maharashtra,Tier 1,4639.25,Retired,5L-10L
3174,72,60+,Male,Maharashtra,Tier 3,15170.15,Business,10L-20L
3175,72,60+,Female,Delhi,Tier 2,3644.67,Professional,5L-10L
3176,73,60+,Male,Uttar Pradesh,Tier 1,12168.3,Professional,10L-20L
3177,46,45-59,Male,Karnataka,Tier 1,4925.65,Student,5L-10L
3178,18,18-29,Male,Delhi,Tier 1,10053.33,Professional,10L-20L
3179,62,60+,Male,Gujarat,Tier 3,6746.69,Professional,5L-10L
3180,59,45-59,Male,Delhi,Tier 1,4933.93,Professional,5L-10L
3181,62,60+,Male,Delhi,Tier 1,1115.1,Business,Below 5L
3182,37,30-44,Female,Gujarat,Tier 1,2220.18,Student,5L-10L
3183,43,30-44,Female,Karnataka,Tier 3,1144.94,Student,Below 5L
3184,38,30-44,Female,Delhi,Tier 1,4470.84,Salaried,5L-10L
3185,67,60+,Male,Maharashtra,Tier 1,3381.19,Salaried,5L-10L
3186,67,60+,Male,Delhi,Tier 1,3313.12,Student,5L-10L
3187,44,30-44,Male,West Bengal,Tier 2,2162.23,Student,5L-10L
3188,53,45-59,Female,Gujarat,Tier 1,9002.85,Business,5L-10L
3189,52,45-59,Female,West Bengal,Tier 3,3267.23,Professional,5L-10L
3190,33,30-44,Male,Karnataka,Tier 3,2146.4,Student,5L-10L
3191,46,45-59,Male,West Bengal,Tier 1,2033.19,Retired,5L-10L
3192,24,18-29,Male,Delhi,Tier 3,2338.24,Business,5L-10L
3193,24,18-29,Female,Delhi,Tier 1,9330.21,Salaried,5L-10L
3194,51,45-59,Male,West Bengal,Tier 1,2783.17,Business,5L-10L
3195,65,60+,Male,Gujarat,Tier 1,1897.16,Student,Below 5L
3196,22,18-29,Male,Tamil Nadu,Tier 3,11501.41,Retired,10L-20L
3197,70,60+,Male,Tamil Nadu,Tier 2,11783.92,Student,10L-20L
3198,25,18-29,Other,Uttar Pradesh,Tier 1,6216.03,Salaried,5L-10L
3199,25,18-29,Male,West Bengal,Tier 1,9243.04,Business,5L-10L
3200,60,60+,Male,Delhi,Tier 2,9407.44,Salaried,5L-10L
3201,46,45-59,Female,Uttar Pradesh,Tier 3,6467.09,Student,5L-10L
3202,69,60+,Female,Maharashtra,Tier 3,3629.95,Student,5L-10L
3203,27,18-29,Female,Delhi,Tier 3,15049.36,Business,10L-20L
3204,18,18-29,Female,Uttar Pradesh,Tier 2,2490.2,Student,5L-10L
3205,55,45-59,Male,West Bengal,Tier 1,8342.15,Professional,5L-10L
3206,45,45-59,Male,Tamil Nadu,Tier 3,1789.69,Business,Below 5L
3207,24,18-29,Female,Delhi,Tier 3,5770.15,Salaried,5L-10L
3208,34,30-44,Female,Maharashtra,Tier 2,9357.56,Retired,5L-10L
3209,73,60+,Male,Karnataka,Tier 1,6926.92,Student,5L-10L
3210,65,60+,Female,Delhi,Tier 3,6654.77,Retired,5L-10L
3211,63,60+,Male,Gujarat,Tier 1,3634.3,Salaried,5L-10L
3212,74,60+,Male,Maharashtra,Tier 2,12012.75,Retired,10L-20L
3213,41,30-44,Female,Delhi,Tier 1,2379.03,Business,5L-10L
3214,52,45-59,Female,Tamil Nadu,Tier 3,12341.78,Salaried,10L-20L
3215,26,18-29,Male,Uttar Pradesh,Tier 3,688.44,Business,Below 5L
3216,59,45-59,Male,Delhi,Tier 2,5082.61,Business,5L-10L
3217,20,18-29,Male,Uttar Pradesh,Tier 2,5372.93,Retired,5L-10L
3218,61,60+,Male,Tamil Nadu,Tier 3,2024.06,Professional,5L-10L
3219,21,18-29,Male,West Bengal,Tier 1,7516.74,Business,5L-10L
3220,49,45-59,Female,Gujarat,Tier 1,1566.33,Business,Below 5L
3221,61,60+,Male,Karnataka,Tier 2,3164.69,Salaried,5L-10L
3222,71,60+,Female,Tamil Nadu,Tier 3,11978.07,Professional,10L-20L
3223,72,60+,Other,Delhi,Tier 2,3006.42,Student,5L-10L
3224,30,30-44,Male,Gujarat,Tier 2,9252.71,Business,5L-10L
3225,41,30-44,Male,Maharashtra,Tier 1,1020.49,Salaried,Below 5L
3226,24,18-29,Female,Delhi,Tier 1,1107.13,Retired,Below 5L
3227,36,30-44,Male,Uttar Pradesh,Tier 1,1480.5,Salaried,Below 5L
3228,44,30-44,Female,West Bengal,Tier 1,1401.48,Professional,Below 5L
3229,67,60+,Male,West Bengal,Tier 1,19696.99,Salaried,10L-20L
3230,44,30-44,Female,Uttar Pradesh,Tier 1,1092.11,Student,Below 5L
3231,35,30-44,Male,West Bengal,Tier 1,1309.59,Retired,Below 5L
3232,47,45-59,Female,Uttar Pradesh,Tier 2,1434.61,Retired,Below 5L
3233,45,45-59,Female,West Bengal,Tier 1,5062.42,Business,5L-10L
3234,46,45-59,Male,Maharashtra,Tier 3,3891.91,Professional,5L-10L
3235,26,18-29,Female,Uttar Pradesh,Tier 3,6923.4,Retired,5L-10L
3236,56,45-59,Male,Uttar Pradesh,Tier 3,2600.32,Retired,5L-10L
3237,56,45-59,Male,Tamil Nadu,Tier 1,708.4,Student,Below 5L
3238,38,30-44,Male,Uttar Pradesh,Tier 1,2623.94,Salaried,5L-10L
3239,62,60+,Male,West Bengal,Tier 2,7935.4,Student,5L-10L
3240,55,45-59,Female,Gujarat,Tier 2,8922.87,Professional,5L-10L
3241,24,18-29,Male,West Bengal,Tier 1,6751.69,Professional,5L-10L
3242,62,60+,Female,Karnataka,Tier 2,3087.28,Retired,5L-10L
3243,42,30-44,Female,Delhi,Tier 1,5212.38,Business,5L-10L
3244,43,30-44,Female,Gujarat,Tier 2,1273.92,Salaried,Below 5L
3245,69,60+,Female,Gujarat,Tier 2,1950.37,Salaried,Below 5L
3246,23,18-29,Female,Karnataka,Tier 1,1917.56,Professional,Below 5L
3247,66,60+,Male,Uttar Pradesh,Tier 3,892.13,Student,Below 5L
3248,72,60+,Male,Tamil Nadu,Tier 1,14532.69,Retired,10L-20L
3249,37,30-44,Female,Uttar Pradesh,Tier 3,3324.35,Salaried,5L-10L
3250,35,30-44,Female,Uttar Pradesh,Tier 2,10857.94,Student,10L-20L
3251,37,30-44,Male,Karnataka,Tier 1,1753.83,Student,Below 5L
3252,57,45-59,Female,Karnataka,Tier 1,7802.09,Professional,5L-10L
3253,35,30-44,Female,West Bengal,Tier 2,8650.52,Retired,5L-10L
3254,64,60+,Male,Karnataka,Tier 1,522.95,Retired,Below 5L
3255,18,18-29,Female,Uttar Pradesh,Tier 3,673.45,Business,Below 5L
3256,50,45-59,Female,Maharashtra,Tier 3,13194.12,Retired,10L-20L
3257,56,45-59,Male,West Bengal,Tier 1,4706.12,Professional,5L-10L
3258,65,60+,Female,West Bengal,Tier 1,2174.1,Student,5L-10L
3259,40,30-44,Female,Uttar Pradesh,Tier 1,1529.21,Salaried,Below 5L
3260,69,60+,Female,Delhi,Tier 2,9015.05,Student,5L-10L
3261,31,30-44,Female,Karnataka,Tier 1,1575.83,Salaried,Below 5L
3262,45,45-59,Male,Delhi,Tier 3,9781.33,Business,5L-10L
3263,38,30-44,Female,Uttar Pradesh,Tier 3,5368.27,Business,5L-10L
3264,61,60+,Male,Uttar Pradesh,Tier 2,5897.02,Business,5L-10L
3265,54,45-59,Male,Karnataka,Tier 3,3376.56,Student,5L-10L
3266,24,18-29,Male,Tamil Nadu,Tier 1,683.75,Professional,Below 5L
3267,29,18-29,Female,Tamil Nadu,Tier 1,4545.38,Retired,5L-10L
3268,68,60+,Male,Karnataka,Tier 2,6755.02,Salaried,5L-10L
3269,54,45-59,Female,Gujarat,Tier 1,515.31,Professional,Below 5L
3270,56,45-59,Female,Delhi,Tier 1,631.77,Retired,Below 5L
3271,45,45-59,Male,Tamil Nadu,Tier 1,12379.19,Salaried,10L-20L
3272,24,18-29,Female,Maharashtra,Tier 3,6202.61,Student,5L-10L
3273,62,60+,Male,Gujarat,Tier 2,8320.39,Salaried,5L-10L
3274,74,60+,Female,West Bengal,Tier 2,634.35,Student,Below 5L
3275,69,60+,Male,Tamil Nadu,Tier 1,3059.94,Retired,5L-10L
3276,34,30-44,Other,Gujarat,Tier 3,7374.33,Professional,5L-10L
3277,54,45-59,Male,Uttar Pradesh,Tier 3,979.84,Salaried,Below 5L
3278,31,30-44,Male,Delhi,Tier 1,1543.58,Retired,Below 5L
3279,60,60+,Male,Uttar Pradesh,Tier 1,4055.1,Business,5L-10L
3280,69,60+,Male,Uttar Pradesh,Tier 1,11691.86,Professional,10L-20L
3281,68,60+,Male,Gujarat,Tier 1,2493.76,Business,5L-10L
3282,72,60+,Male,Maharashtra,Tier 3,9295.92,Business,5L-10L
